"database","key","phylum","class","order","family","genus","species","species_reported","species_underscored","taxo_level","realm","lat_dec","long_dec","location_description","country_collection","subcontinent","body_mass_gram","sex","life_stage","sample_size","number_of_specimens","estimate_error_type","cell_length","cell_length_error","cell_width","cell_width_error","cell_area","cell_area_error","cell_volume","cell_volume_error","mcv","mcv_error","nucleus_length","nucleus_length_error","nucleus_width","nucleus_width_error","nucleus_area","nucleus_area_error","nucleus_volume","nucleus_volume_error","notes"
"Gregory_2024","9_gregory","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Abalistes","Abalistes stellatus","Abalistes stellatus","Abalistes_stellatus","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.36,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"Gregory_2024","pdf_not_found_Gulliver_1875","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Abramis","Abramis brama","Abramis brama","Abramis_brama","Species","freshwater-brackish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,7.1,NA,59.39,NA,279.7829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulliver, G. (1875). Observations on the sizes and shapes of the red corpuscles of the blood of vertebrates, with drawings of them to a uniform scale, and extended and revised tables of measurements. Proceedings of the Zoological Society of London 1875: 474-495."
"systematic_search_english","rayyan-33186100","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf saxatilis","Abudefduf marginatus","Abudefduf_saxatilis","Species","marine",32.367,-64.6976,"near the Bermuda Biological Station, St. George, Bermuda
","United Kingdom","Western Europe",NA,NA,NA,"50",NA,"2SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,0.09,NA,NA,"Table 1"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf saxatilis","Abudefduf saxatilis","Abudefduf_saxatilis","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10.2,NA,7.5,NA,60.083,NA,300.4148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf saxatilis","Abudefduf saxatilis","Abudefduf_saxatilis","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,7.5,NA,58.9049,NA,294.5243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf saxatilis","Abudefduf saxatilis","Abudefduf_saxatilis","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10.5,NA,7.5,NA,61.8501,NA,309.2505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf saxatilis","Abudefduf saxatilis","Abudefduf_saxatilis","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10.5,NA,7.5,NA,61.8501,NA,309.2505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf saxatilis","Abudefduf saxatilis","Abudefduf_saxatilis","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,7.5,NA,58.9049,NA,294.5243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf saxatilis","Abudefduf saxatilis","Abudefduf_saxatilis","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9,NA,6.5,NA,45.9458,NA,199.0984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf saxatilis","Abudefduf saxatilis","Abudefduf_saxatilis","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9,NA,5.5,NA,38.8772,NA,142.5498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf saxatilis","Abudefduf saxatilis","Abudefduf_saxatilis","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,7,NA,54.9779,NA,256.5634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf saxatilis","Abudefduf saxatilis","Abudefduf_saxatilis","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10.5,NA,6.5,NA,53.6034,NA,232.2815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf saxatilis","Abudefduf saxatilis","Abudefduf_saxatilis","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,7,NA,52.229,NA,243.7352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"systematic_search_english","rayyan-33185781","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf septemfasciatus","Abudefduf septemfaciatus","Abudefduf_septemfasciatus","Species","marine",NA,NA,"Australian coast between southern Victoria and central Queensland and the and on the northern coast of the Northern Territory",NA,NA,NA,NA,NA,"1",NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,216.8,NA,NA,NA,NA,NA,NA,NA,7.3,NA,"Table 1"
"felix","5_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf sordidus","Abudefduf sordidus","Abudefduf_sordidus","Species","marine-brackish",17.6868,83.2185,"Visakhapatnam Coast, India","India","South Asia",NA,NA,NA,"20","12","SD",11.6,0.4,9.3,0.4,84.7288,NA,525.3183,NA,NA,NA,5.4,0.5,3.9,0.4,21.2,4.2,43.0053,NA,"Comparative haematology of ten species of marine fish from Visakhapatnam Coast"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf taurus","Abudefduf taurus","Abudefduf_taurus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,7.5,NA,58.9049,NA,294.5243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","5_fpl","Chordata","Actinopteri","Perciformes","Pomacentridae","Abudefduf","Abudefduf vaigiensis","Abudefduf vaigiensis","Abudefduf_vaigiensis","Species","marine",17.6868,83.2185,"Visakhapatnam Coast, India","India","South Asia",NA,NA,NA,"20","18","SD",11.5,0.6,9.7,0.3,87.6112,NA,566.5522,NA,NA,NA,5.2,0.5,3.9,0.6,21,5.4,41.4125,NA,"Comparative haematology of ten species of marine fish from Visakhapatnam Coast"
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Scombridae","Acanthocybium","Acanthocybium solandri","Acanthocybium solanderi","Acanthocybium_solandri","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,12.5,NA,7.5,NA,73.6311,NA,368.1554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"systematic_search_english","rayyan-33185781","Chordata","Actinopteri","Spariformes","Sparidae","Acanthopagrus","Acanthopagrus australis","Acanthopagrus australis","Acanthopagrus_australis","Species","marine-brackish",NA,NA,"Australian coast between southern Victoria and central Queensland and the and on the northern coast of the Northern Territory",NA,NA,NA,NA,NA,"4",NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,115.5,15.5,NA,NA,NA,NA,NA,NA,12.1,0.7,"Table 1"
"systematic_search_english","rayyan-33185781","Chordata","Actinopteri","Spariformes","Sparidae","Acanthopagrus","Acanthopagrus butcheri","Acanthopagrus butcheri","Acanthopagrus_butcheri","Species","freshwater-brackish-marine",NA,NA,"Australian coast between southern Victoria and central Queensland and the and on the northern coast of the Northern Territory",NA,NA,NA,NA,NA,"1",NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,104.2,NA,NA,NA,NA,NA,NA,NA,16.1,NA,"Table 1"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus bahianus","Acanthurus bahianus","Acanthurus_bahianus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,7.5,NA,55.9596,NA,279.7981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus bahianus","Acanthurus bahianus","Acanthurus_bahianus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,6.5,NA,51.0509,NA,221.2205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus bahianus","Acanthurus bahianus","Acanthurus_bahianus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9,NA,6,NA,42.4115,NA,169.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus bahianus","Acanthurus bahianus","Acanthurus_bahianus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9,NA,7,NA,49.4801,NA,230.9071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus bahianus","Acanthurus bahianus","Acanthurus_bahianus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,7,NA,54.9779,NA,256.5634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus bahianus","Acanthurus bahianus","Acanthurus_bahianus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,8.5,NA,7.5,NA,50.0691,NA,250.3457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus bahianus","Acanthurus bahianus","Acanthurus_bahianus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,7.5,NA,58.9049,NA,294.5243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus bahianus","Acanthurus bahianus","Acanthurus_bahianus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9,NA,7,NA,49.4801,NA,230.9071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus bahianus","Acanthurus bahianus","Acanthurus_bahianus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,6.5,NA,48.4983,NA,210.1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus bahianus","Acanthurus bahianus","Acanthurus_bahianus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9,NA,7.5,NA,53.0144,NA,265.0719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus chirurgus","Acanthurus chirurgus","Acanthurus_chirurgus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,6,NA,44.7677,NA,179.0708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus chirurgus","Acanthurus chirurgus","Acanthurus_chirurgus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,6,NA,44.7677,NA,179.0708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus chirurgus","Acanthurus chirurgus","Acanthurus_chirurgus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,7.1,NA,52.9751,NA,250.7488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus chirurgus","Acanthurus chirurgus","Acanthurus_chirurgus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,8.5,NA,6.5,NA,43.3932,NA,188.0374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus chirurgus","Acanthurus chirurgus","Acanthurus_chirurgus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10.6,NA,7.1,NA,59.1091,NA,279.7829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus chirurgus","Acanthurus chirurgus","Acanthurus_chirurgus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9,NA,6.5,NA,45.9458,NA,199.0984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus chirurgus","Acanthurus chirurgus","Acanthurus_chirurgus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,7.1,NA,52.9751,NA,250.7488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus chirurgus","Acanthurus chirurgus","Acanthurus_chirurgus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9,NA,6,NA,42.4115,NA,169.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus chirurgus","Acanthurus chirurgus","Acanthurus_chirurgus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,8.5,NA,6,NA,40.0553,NA,160.2212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus chirurgus","Acanthurus chirurgus","Acanthurus_chirurgus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,5.5,NA,41.0371,NA,150.4692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus coeruleus","Acanthurus coeruleus","Acanthurus_coeruleus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10.5,NA,7.5,NA,61.8501,NA,309.2505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus coeruleus","Acanthurus coeruleus","Acanthurus_coeruleus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,7,NA,54.9779,NA,256.5634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus coeruleus","Acanthurus coeruleus","Acanthurus_coeruleus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,6,NA,47.1239,NA,188.4956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus coeruleus","Acanthurus coeruleus","Acanthurus_coeruleus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,7,NA,54.9779,NA,256.5634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus coeruleus","Acanthurus coeruleus","Acanthurus_coeruleus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,7,NA,54.9779,NA,256.5634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus coeruleus","Acanthurus coeruleus","Acanthurus_coeruleus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,6.5,NA,48.4983,NA,210.1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus coeruleus","Acanthurus coeruleus","Acanthurus_coeruleus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,6,NA,44.7677,NA,179.0708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus coeruleus","Acanthurus coeruleus","Acanthurus_coeruleus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,7.5,NA,58.9049,NA,294.5243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus coeruleus","Acanthurus coeruleus","Acanthurus_coeruleus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,6,NA,44.7677,NA,179.0708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus coeruleus","Acanthurus coeruleus","Acanthurus_coeruleus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,7.5,NA,58.9049,NA,294.5243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","5_fpl","Chordata","Actinopteri","Perciformes","Acanthuridae","Acanthurus","Acanthurus gahhm","Acanthurus gahm","Acanthurus_gahhm","Species","marine",17.6868,83.2185,"Visakhapatnam Coast, India","India","South Asia",NA,NA,NA,"20","12","SD",11.7,0.5,9.4,0.5,86.3781,NA,541.3027,NA,NA,NA,5.6,0.5,3.6,0.5,20.5,4.9,38.0007,NA,"Comparative haematology of ten species of marine fish from Visakhapatnam Coast"
"Gregory_2024","9_gregory","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus grammoptilus","Acanthurus grammoptilus","Acanthurus_grammoptilus","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"Gregory_2024","9_gregory","Chordata","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","Acipenser brevirostrum","Acipenser brevirostrum","Acipenser_brevirostrum","Species","freshwater-brackish-marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.82,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"Gregory_2024","9_gregory","Chordata","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","Acipenser oxyrinchus","Acipenser oxyrhynchus","Acipenser_oxyrinchus","Species","freshwater-brackish-marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.88,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
