"database","key","phylum","class","order","family","genus","species","species_reported","species_underscored","taxo_level","realm","lat_dec","long_dec","location_description","country_collection","subcontinent","body_mass_gram","sex","life_stage","sample_size","number_of_specimens","estimate_error_type","cell_length","cell_length_error","cell_width","cell_width_error","cell_area","cell_area_error","cell_volume","cell_volume_error","mcv","mcv_error","nucleus_length","nucleus_length_error","nucleus_width","nucleus_width_error","nucleus_area","nucleus_area_error","nucleus_volume","nucleus_volume_error","notes"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",74.7442,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",181.5541,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",94.9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.3092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",143.4279,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",248.0174,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",388.4554,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",87.0274,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.3461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",6.9774,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.9981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",135.9357,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.7891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",81.4992,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",295.5929,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",288.9662,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",76.6051,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",177.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",98.6347,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",69.5988,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",10.9119,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",68.3093,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",244.9843,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.4011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",375.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.3857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",361.0143,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.2984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",301.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",31.8605,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",197.4595,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",82.3829,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.2386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",297.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.0914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",257.8414,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.9993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",256.8144,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.1458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",14.1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",13.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",24.8793,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",248.8806,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.7173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",5.9549,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",41.1086,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.2561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",230.5177,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.0944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",130.5601,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.6363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",180.1269,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",34.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",94.9691,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.4764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",80.0349,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",71.5543,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.3246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",274.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.8609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",403.6312,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",235.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",63.9888,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.9579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",85.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.6661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",210.6556,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.4208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",28.1623,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",454.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.2149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",111.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.7852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",30.6426,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",52.0349,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",56.7955,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"systematic_search_english","rayyan-33186313","Chordata","Actinopteri","Cypriniformes","Xenocyprididae","Ctenopharyngodon","Ctenopharyngodon idella","Ctenopharyngodon idellus","Ctenopharyngodon_idella","Species","freshwater-brackish",29.7656,106.3635,"from local fisheries in Xiema, Chongqing, China","China","East Asia",242.7424,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Digitilized from Figure 5"
"Gregory_2024","9_gregory","Chordata","Actinopteri","Scorpaeniformes","Cyclopteridae","Cyclopteropsis","Cyclopteropsis jordani","Cyclopteropsis jordani","Cyclopteropsis_jordani","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.23,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"Gregory_2024","pdf_not_found_Gulliver_1875","Chordata","Actinopteri","Perciformes","Cyclopteridae","Cyclopterus","Cyclopterus lumpus","Cyclopterus lumpus","Cyclopterus_lumpus","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,NA,9.5,NA,95.03,NA,600.1358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulliver, G. (1875). Observations on the sizes and shapes of the red corpuscles of the blood of vertebrates, with drawings of them to a uniform scale, and extended and revised tables of measurements. Proceedings of the Zoological Society of London 1875: 474-495."
"systematic_search_english","rayyan-33186625","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus carpio","Cyprinus carpio","Cyprinus_carpio","Species","freshwater-brackish",10.9892,76.9592,"Tamil Nadu Fisheries Development Corporation Limited Aliyar Fish Farm, Aliyar, Tamil Nadu, India","India","South Asia",4.7,NA,NA,"5",NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,231.12,0.038,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2"
